Código|Procedimento
406020426|Revascularização do Membro Superior
408050144|Reconstrução Ligamentar do Tornozelo
408050373|Tenosinovectomia em Membro Inferior
409010308|Nefroureterectomia Total
416020224|Linfadenectomia Retroperitonial em Oncologia
416030084|Paratireoidectomia Total em Oncologia
404030181|Sinusotomia Transmaxilar
406050139|Estudo Eletrofisiológico Terapeutico II (ablacão de Vias Anomalas Esquerdas)
409010472|Tratamento Cirúrgico de Fistulas Ureterais
416060072|Histerectomia Total em Oncologia
406010420|Correção de Tetralogia de Fallot e Variantes (0 a 3 Anos)
408040335|Tratamento Cirúrgico de Luxacão Coxo-femoral Traumatica / Pós-artroplastia
408050276|Redução Incruenta de Luxacão Femuro-patelar
409010480|Tratamento Cirúrgico de Hemorragia Vesical (formolizacão da Bexiga)
409020109|Ressecção e Fechamento de Fistula Uretral
416040098|Gastrostomia em Oncologia
416090010|Amputação / Desarticulação de Membros Inferiores em Oncologia
416110061|Segmentectomia Pulmonar em Oncologia
403030021|Crâniotomia para Biopsia Encefalica (com Técnica Complementar)
404020313|Retirada de Corpo Estranho dos Ossos da Face
406010897|Ressecção de Membrana Sub-aortica
412020084|Tratamento de Mediastinite (qualquer Via)
413040208|Tratamento Cirúrgico de Retração Cicatricial dos Dedos da Mao/pe s/ Comprometimento Tendinoso
414010272|Tratamento Cirúrgico de Fístula Cutânea de Origem Dentária
416010091|Nefroureterectomia Total em Oncologia
416020240|Linfadenectomia Seletiva Guiada (linfonodo Sentinela) em Oncologia
416130062|Mandibulectomia Pelvi-gloso em Oncologia
404010172|Laringectomia Parcial
404020038|Correção Cirúrgica de Fistula Oro-nasal / Oro-sinusal
406040079|Angioplastia Intraluminal de Vasos das Extremidades (c/ Stent Recoberto)
409010367|Ressecção do Colo Vesical / Tumor Vesical a Céu Aberto
416040039|Esôfagogastrectomia com Toracotomia em Oncologia
416060102|Vulvectomia Parcial em Oncologia
201010313|Biopsia de Osso / Cartilagem da Cintura Pélvica (por Agulha / Céu Aberto)
304090042|Iodoterapia de Carcinoma Diferenciado da Tireóide (250 Mci)
406011460|Fechamento de ComÚnicacão Interventricular (criança e Adolescente)
407020080|Colectomia Videolaparoscopica
403030056|Craniectomia por Tumor Osseo
404020666|Tratamento Cirúrgico de Fratura do Osso Zigomatico sem Osteossíntese
406011141|Troca de Gerador de Marcapasso Multi-sitio
406030103|Retirada de Corpo Estranho de Sistema Cardiovascular por Técnicas Hemodinamicas
408020059|Artroplastia de Cabeça do Rádio
408020091|Ressecção do Olecrano e/ou Cabeça do Rádio
408020628|Tratamento Cirúrgico de Sindactilia da Mão (por Espaco Interdigital)
408050101|Patelectomia Total ou Parcial
409070238|Tratamento Cirúrgico de Fistula Reto-vaginal
412050064|Pneumomectomia
414010043|Osteotomia de Maxilar Superior
401020169|Tratamento em Estagios Subsequentes de Enxertia
404010571|Cirurgia de Implante Coclear Unilateral
404020739|Reconstrução Parcial de Mandíbula / Maxila
406020264|Linfadenectomia Radical Inguinal Unilateral
407010114|Esôfagostomia
408030143|Artrodese Intersomatica Via Posterior / Postero-lateral Dois Níveis
408030267|Artrodese Toraco-lombo-sacra Posterior Um Nível
408050829|Tratamento Cirúrgico de Pseudartrose / Retardo de Consolidação / Perda Óssea do Pé
409040118|Neostomia de Epididimo / Canal Deferente
416010202|Suprarrenalectomia em Oncologia
416020020|Linfadenectomia Pelvica em Oncologia
416050050|Excisão Local de Tumor do Reto em Oncologia
416110053|Toracotomia Exploradora em Oncologia
404020119|Excisão Parcial de Lábio com Enxerto Livre / Rotação de Retalho
406040044|Angioplastia Intraluminal de Aorta, Veia Cava / Vasos Iliacos (s/ Stent)
406040265|Implantacão de Shunt Intra-hepatico Porto-Sistêmico (tips) c/ Stent não Recoberto
407010300|Tratamento Cirúrgico de Varizes Esofagicas
409050024|Correção de Epispadia
409070025|Colpectomia
414010191|Redução Incruenta de Fratura do Maxilar Superior - Le Fort II
416040233|Colecistectomia em Oncologia
303110082|Tratamento de Neurofibromatose
403020115|Tratamento Cirúrgico de Neuropatia Compressiva com ou sem Microcirurgia
403030099|Microcirurgia de Tumor Medular com Técnica Complementar
405050380|Cirurgia de Catarata Congênita
406011117|Troca de Gerador de Cardio-desfibrilador Multi-sitio
406020345|Ponte Femoro-femural Cruzada
406050066|Estudo Eletrofisiológico Terapeutico II (ablacão das Vias Anomalas Múltiplas)
406050104|Estudo Eletrofisiológico Terapeutico II (ablacão de Taquicardia Atrial Esquerda)
407010106|Esôfagorrafia Torácica
407020233|Excisão de Lesao Intestinal / Mesenterica Localizada
407030174|Marsupializacão de Abscesso / Cisto
408030020|Artrodese Cervical / Cervico-torácica Posterior Um Nivel
408030607|Retirada de Corpo Estranho da Coluna Toraco-lombo-sacra por Via Posterior
408050055|Artroplastia Total de Joelho - Revisao / Reconstrucao
408050292|Redução Incruenta de Luxacão ou Fratura / Luxacão Tarso-metatarsica
409020028|Drenagem de Fleimao Urinoso
409070114|Construcão de Vagina
412020041|Pleurostomia
416030017|Parotidectomia Parcial em Oncologia
416050115|Proctocolectomia Total em Oncologia
403020042|Microcirurgia de Plexo Braquial com Microenxertia
404010385|Tratamento Cirúrgico de Estenose do Conduto Auditivo
406010013|Abertura de ComÚnicacão Inter-atrial
406011451|Fechamento de Comunicacao Interatrial (criança e Adolescente)                                                                                                                                                                                             
406030081|Atrioseptostomia c/ Cateter Balao
408050748|Tratamento Cirúrgico de Pé Plano Valgo
409010545|Ureteroenteroplastia
416020062|Linfadenectomia Radical Axilar Unilateral em Oncologia
403070120|Embolização de Malformação Arterio-venosa Intraparenquimatosa do Sistema Nervoso Central
404020143|Glossectomia Parcial
406040141|Colocação Percutanea de Filtro de Veia Cava (na Trombose Venosa Periferica e Embolia Pulmonar)
408060140|Fasciectomia
408060603|Tratamento Cirúrgico de Hérnia Muscular
409020095|Ressecção de Prolapso da Mucosa da Uretra
412050145|Metastasectomia Pulmonar Uni ou Bilateral (qualquer Método)
403010217|Tratamento Cirúrgico de Crâniossinostose Complexa
406010706|Infartectomia / Aneurismectomia Associada ou não a Revascularização Miocardica
406020167|Fasciotomia p/ DesCompressão
408050152|Reconstrução Ligamentar Extra-articular do Joelho
408060069|Artroplastia de Ressecção de Média / Grande Articulação
408060662|Tratamento Cirúrgico de Polidactilia Articulada
409010197|Lombotomia
409020141|Uretroplastia Heterogenea
414010051|Osteotomia do Maxilar Inferior
416050085|Retossigmoidectomia Abdomino-perineal em Oncologia
403010055|Crâniotomia para Retirada de Cisto / Abscesso / Granuloma EnCefálico (c/ Técnica Complementar)
404030084|Alveoloplastia com Enxerto Ósseo em Paciente com Anomalia Crâniofacial
406020400|Retirada de Prótese Infectada em Posicão não Aortica
407010041|Esofagectomia Distal s/ Toracotomia
408010053|Artroplastia Escapulo-umeral Total
408020490|Tratamento Cirúrgico de Lesão da Musculatura Intrínseca da Mão
408040068|Artroplastia Total de Conversão do Quadril
408040149|Ostectomia da Pelve
201010259|Biopsia de Lamina Pedículo e Processos Vertebrais (a Céu Aberto)
308040023|Tratamento de Eventos Adversos Pós-vacinais
403010390|Drenagem Liquórica Lombar Externa
404010199|Laringectomia Total c/ Esvaziamento Cervical
404010431|Aritenoidectomia com Laringofissura
406050074|Estudo Eletrofisiológico Terapeutico II (ablacão de Fibrilacão Atrial)
408020504|Tratamento Cirúrgico de Lesão Evolutiva Fisaria no Membro Superior
408060301|Ressecção Muscular
408060468|Tenomiotomia / Desinserção
409010260|Nefrorrafia
416010105|Orquiectomia Uni ou Bilateral c/ Esvaziamento Ganglionar em Oncologia
416040047|Esôfagocoloplastia ou Esôfagogastroplastia em Oncologia
416040055|Esôfagogastrectomia sem Toracotomia em Oncologia
404020186|Parotidectomia
404020640|Tratamento Cirúrgico de Anquilose da Articulação Têmporo-mandibular
404030068|Osteoplastia do Mento com ou sem Implante Aloplástico
405040016|Correção Cirúrgica de Lagoftalmo
405040210|Reposicionamento de Lente Intraocular
406040192|Embolização Artérial de Hemorragia Digestiva (inclui Procedimento Endoscopico e/ou Estudo Angiograf
406050120|Estudo Eletrofisiológico Terapeutico II (ablacão de Taquicardia Ventricular Sustentada c/ Cardiopati
407020012|Amputação Completa Abdomino-perineal do Reto
408030151|Artrodese Intersomatica Via Posterior / Postero-lateral Quatro Níveis
408040343|Tratamento Cirúrgico de Luxacão Espontanea / Progressiva / Paralitica do Quadril
408050284|Redução Incruenta de Luxacão ou Fratura / Luxacão Subtalar e Intratarsica
409020052|Ligadura / Seccão de Vasos Aberrantes
409060267|Salpingoplastia Videolaparoscopica
414010140|Redução Cruenta de Fratura dos Ossos Proprios do Nariz
416030041|Ressecção de Glandula Submandibular em Oncologia
416040268|Ressecção Alargada de Tumor de Partes Moles de Parede Abdominal em Oncologia
416110029|Pneumomectomia Radical em Oncologia
403080100|Troca de Gerador de Pulsos para Estimulação Cerebral
404020399|Tratamento Cirúrgico de Paralisia Facial (suspensão de Hemiface)
404020593|Redução de Fratura da Maxila - Le Fort II, sem Osteossíntese
407020330|Proctocolectomia Total c/ Reservatorio Ileal
408020040|Artroplastia de Articulação da Mão
410010146|Retirada de Prótese Mamária Bilateral em Casos de Complicação da Prótese Mamária Implantada
416030297|Traqueostomia Transtumoral em Oncologia
416040080|Gastroenteroanastomose em Oncologia
403010152|Ressecção de Mucocele Frontal
403020093|Neurotomia Seletiva de Trigemeo e Outros Nervos Cranianos
404020380|Tratamento Cirúrgico de Osteomielite de Ossos da Face
405050313|Topoplastia do Transplante
406010900|Ressecção de Tumor Intracardiaco
406040087|Angioplastia Intraluminal de Vasos do Pescoco / Troncos Supra-aorticos (sem Stent)
408040025|Artrodese da Sínfise Púbica
408050675|Tratamento Cirúrgico de Lesão Evolutiva Fisária no Membro Inferior
408060271|Ressecção de Tumor Ósseo e Reconstrução c/ Enxerto
409010030|Cistectomia Total
409010413|Tratamento Cirúrgico de Bexiga Neurogenica
414010280|Tratamento Cirúrgico de Osteoma, Odontoma /outros Tumores
403010357|Trepanacão Craniana para Propedeutica ou Terapeutica NeuroCirúrgica (com Técnica Complementar)
403040051|Microcirurgia para Malformacão Arterio-venosa Cerebral
404020135|Exploração/ Descompressão Total / Parcial do Nervo Facial
406010072|Anastomose Cavo-pulmonar Total
407010289|Tratamento Cirúrgico de Diverticulo do Tubo Digestivo
408020067|Artroplastia de Punho
408050128|Realinhamento do Mecanismo Extensor do Joelho
408060646|Tratamento Cirúrgico de Mão ou Pé em Fenda / Dedo Bífido / Macrodactilia / Polidactilia
412040158|Toracoplastia (qualquer Técnica)
412050056|Pleurodese
413040186|Tratamento Cirúrgico de Retração Cicatricial da Axila
416010164|Ressecção de Tumores Multiplos e Simultaneos do Trato Urinario em Oncologia
416030351|Ressecção de Lesao Maligna de Mucosa Bucal em Oncologia
416060099|Vulvectomia Total Ampliada c/ Linfadenectomia em Oncologia
416110045|Toracectomia Simples em Oncologia
201010127|Biopsia de Corpo Vertebral a Céu Aberto
403010233|Tratamento Cirúrgico de Disrafismo Oculto
403010330|Tratamento Cirúrgico de Platibasia e Malformacão de Arnold Chiari
403050120|Simpatectomia Lombar VideoCirúrgica
404020178|Maxilectomia Parcial
404020569|Artroplastia da Articulação Têmporo-mandibular (recidivante ou Não)
406010498|Correção do Canal Atrio-ventricular (total)
406010757|Pericardiectomia
406011150|Troca de Gerador e de Eletrodo de Marcapasso de Câmara Única
406020191|Linfadenectomia Pelvica
406040133|Angioplastia Intraluminal dos Vasos do Pescoco / Troncos Supra-aorticos (c/ Stent Recoberto)
407030220|Pancreatotomia p/ Drenagem
408020601|Tratamento Cirúrgico de Pseudo-retardo / Consolidação / Perda Óssea ao Íivel do Carpo
408030313|Artrodese Toraco-lombo-sacra Posterior, Seis Níveis,
408050926|Tratamento das Lesões Osteo-condrais por Fixação ou Mosaicoplastia Joelho/tornozelo
409010073|Cistoplastia (Correção de Extrofia Vesical)
409060275|Traqueloplastia
416030300|Mandibulectomia Parcial em Oncologia
405010117|Reconstituição de Canal Lacrimal
406010064|Anastomose Cavo-pulmonar Bidirecional
406010579|Implante de Cardioversor Desfibrilador (cdi) Multi-sitio Transvenoso Epimiocardico por Toracotomia
406011303|Anastomose Cavo-pulmonar Bidirecional (criança e Adolescente)                                                                                                                                                                                             
406020507|Tratamento Cirúrgico de Lesões Vasculares Traumáticas de Membro Inferior Bilateral
406050058|Estudo Eletrofisiológico Terapeutico I (ablacão do Nodulo Archov-tawara)
407020357|Proctoplastia e Proctorrafia por Via Perineal
408020130|Reconstrução Capsulo-ligamentar de Cotovelo Punho
408030127|Artrodese Cervical Posterior C1-c2
408030542|Ressecção de Elemento Vertebral Posterior / Postero-lateral Distail a C2 (at 2 Segmentos)
408030739|Tratamento Cirúrgico de Deformidade da Coluna Via Posterior Oito Niveis
408060263|Ressecção de Tumor Ósseo c/ Substituição (endoprótese)
408060700|Tratamento Cirúrgico de Sindactilia Simples (dois Dedos)
409070297|Vulvectomia Ampliada c/ Linfadenectomia
416020089|Linfadenectomia Radical Cervical Unilateral em Oncologia
416020100|Linfadenectomia Radical Inguinal Unilateral em Oncologia
416110088|Timectomia em Oncologia
506020061|Tratamento de Intercorrencia Pós Transplante de Coração- Pós Transplante Crítico
201010305|Biopsia de Osso / Cartilagem da Cintura Escápular (por Agulha / Céu Aberto)
403050111|Simpatectomia Lombar a Céu Aberto
403070015|Angioplastia Intracraniana em Vaso-espasmo
404010504|Tratamento Cirúrgico de Perfuração do Septo Nasal
404020070|Ressecção de Glândula Salivar
404020089|Excisão de Rânula ou Fenômeno de Retenção Salivar
405040059|DesCompressão de Orbita
405040148|Orbitotomia
406020361|Ponte-tromboendarterectomia Aorto-iliaca
406030111|Valvuloplastia Aortica Percutanea
407020454|Tratamento Cirúrgico de Imperfuracão Membranosa do Anus
407030077|Coledocotomia Videolaparoscopica
408030240|Artrodese Toraco-lombo-sacra Anterior Dois Niveis
408030410|Discectomia Cervical / Lombar / Lombo-sacra por Via Posterior (dois ou Mais Níveis c/ Microscópio)
408030534|Ressecçãoo de Elemento Vertebral Posterior / Postero-lateral / Distal a C2 (mais de 2 Segmentos)
408030631|Revisão de Artrodese / Tratamento Cirúrgico de Pseudartrose da Coluna Toraco-lombo-sacra Posterior
408050772|Tratamento Cirúrgico de Pé Torto Congênito Inveterado
408050918|Tratamento Cirúrgico do Halux Valgus s/ Osteotomia do Primeiro Osso Metatarsiano
409020087|Ressecção de Caruncula Uretral
409040177|Plástica da Bolsa Escrotal
409050091|Reimplante de Pênis
414010124|Redução Cruenta de Fratura do Maxilar Superior - Le Fort III
416020194|Linfadenectomia Mediastinal em Oncologia
416030114|Ressecção de Lesao Maligna c/ Esvaziamento Ganglionar em Oncologia
416060030|Colpectomia em Oncologia
404020267|Ressecção de Lesao Maligna da Boca
405050224|Reconstituição de Fornix Conjuntival
406010560|Implante de Cardioversor Desfibrilador de Câmara Única Transvenoso
407030212|Pancreato-enterostomia
408030453|Discectomia Toraco-lombo-sacra por Via Anterior (c/ 2 ou Mais Níveis)
408060077|Artroplastia de Ressecção de Pequenas Articulações
409020044|Injeção de Gordura / Teflon Peri-uretral
413040062|Dermolipectomia Braquial Pós-cirurgia Bariátrica
416020178|Linfadenectomia Cervical Supraomo-hioidea Unilateral em Oncologia
416030173|Maxilectomia Parcial em Oncologia
416040020|Coledocostomia c/ ou s/ Colecistectomia em Oncologia
416110037|Toracectomia Complexa em Oncologia
416110070|Ressecçao Pulmonar em Cunha em Oncologia
505010062|Transplante Alogênico de Células-tronco Hematopoeticas de Sangue Periferico - não Aparentado
403010110|DesCompressão de Orbita por Doença ou Trauma
403010136|Microcirurgia da Siringomielia
404020577|Redução de Fratura Alveolo-dentária sem Osteossíntese
406010625|Implante de Marcapasso Cardiaco Multi-sitio Epimiocardico por Toracotomia p/implante de Eletrodo
406010854|Reposicionamento de Eletrodos de Cardioversor Desfibrilador
406011320|Bandagem da Arteria Pulmonar (criança e Adolescente)                                                                                                                                                                                                      
406020256|Linfadenectomia Radical Inguinal Bilateral
408030259|Artrodese Toraco-lombo-sacra Anterior, Tres Niveis,
408050780|Tratamento Cirúrgico de Pseudartrose / Retardo de Consolidação / Perda Óssea ao Nível do Tarso
408060204|Reinserção Muscular
409020150|Uretrorrafia
409070246|Tratamento Cirúrgico de Fistula Uretro-vaginal
412040026|Esternectomia com ou sem Prótese
412040182|Tratamento Cirúrgico de Defeitos Congênitos do Tórax
412040190|Tratamento Cirúrgico de Fratura, Necrose ou Infecção do Esterno
416090028|Amputação / Desarticulação de Membros Superiores em Oncologia
416130046|Laringectomia Total c/ Esvaziamento Cervical em Oncologia
403010179|Retirada de Placa de Crânioplastia
403010209|Tratamento Cirúrgico de Crâniossinostose com Sutura Única
403020107|Transposicão do Nervo Cubital
403030137|Microcirurgia para Tumor de Orbita
405040083|Exenteração de Orbita
406011044|Troca de Eletrodos de Marcapasso de Câmara Única
406020051|Aneurismectomia Toraco-abdominal
408010231|Tratamento Cirúrgico da Síndrome do Impacto Sub-acromial
408020075|Artroplastia Total de Cotovelo
408030135|Artrodese Intersomatica Via Posterior / Postero-lateral Um Nível
408030321|Artrodese Toraco-lombo-sacra Posterior, Sete Niveis,
408030437|Discectomia Cervical por Via Anterior (1 Nível)
408030780|Vertebroplastia por Dispositivo Guiado Dois Niveis
408060247|Ressecção de Tumor e Reconstrução c/ Retalho Não Microcirúrgico (exceto Mão e Pé)
409020010|Drenagem de Colecão Peri-uretral
412050080|Pneumorrafia
416020097|Linfadenectomia Radical Inguinal Bilateral em Oncologia
416020143|Linfadenectomia Supraclavicular Unilateral em Oncologia
416020259|Linfadenectomia Inguino-iliaca Unilateral em Oncologia
416030157|Ressecção Parcial de Labio com Enxerto ou Retalho em Oncologia
416050093|Exenteracão Pelvica Posterior em Oncologia
304010111|Internacão p/ Radioterapia Externa (cobaltoterapia / Acelerador Linear)
403080029|Implante de Gerador de Pulsos p/ara Estimulação Cerebral (inclui Conector)
404010040|Antrotomia da Mastoide (drenagem de Otite no Lactente)
404010490|Tratamento Cirúrgico de Imperfuração Coanal (uni / Bilateral)
405010028|Correção Cirúrgica de Epicanto e Telecanto
405030118|Tratamento Cirúrgico de MIIase Palpebral
405030193|Pan-fotocoagulação de Retina a Laser
406010439|Correção de Tetralogia de Fallot e Variantes (04 a 110 Anos)
406010838|Reconstrução da Raiz da Aorta
406011168|Troca de Gerador e de Eletrodos de Cardio-desfibrilador
406020280|Linfadenectomia Retroperitonial
406040168|Correção Endovascular de Aneurisma / Dissecção da Aorta Abdominal e Iliacas c/ EndoPrótese Bifurcada
408010207|Tratamento Cirúrgico de Luxacão / Fratura-luxacão Esterno-clavicular
408030160|Artrodese Intersomatica Via Posterior / Postero-lateral Tres Níveis
408050047|Artroplastia de Joelho (nao Convencional)
408050390|Transferência Muscular / Tendinosa no Membro Inferior
410010162|Retirada de Prótese Mamária Bilateral em Casos de Complicação de Implantação da Prótese, com Implant
416010229|Amputação Total Ampliada de Pênis em Oncologia
416020070|Linfadenectomia Radical Cervical Bilateral em Oncologia
416020208|Linfadenectomia Supraclavicular Unilateral em Oncologia
416040225|Metastasectomia Hepática em Oncologia
416040241|Ressecção Ampliada de Via Biliar Extra-hepatica em Oncologia
416080090|Reconstrução por Microcirurgia (qualquer Parte) em Oncologia
402010019|Extirpacão de Bocio Intratoracico por Via Transesternal
403070104|Embolização de Malformação Arterio-venosa Dural Complexa do Sistema Nervoso Central
404010180|Laringectomia Total
404010202|Laringorrafia
406010951|Revascularização Miocardica s/ Uso de Extracorporea (c/ 2 ou Mais Enxertos)
406011230|Anastomose Sistêmico Pulmonar com Cec
406020230|Linfadenectomia Radical Cervical Bilateral
408020270|Reimplante ou Revascularização ao Nível da Mão e Outros Dedos (exceto Polegar)
408030100|Artrodese Cervical Anterior Quatro Níveis
408050187|Reconstrução OsteoPlástica do Joelho
408060611|Tratamento Cirúrgico de Infecção em Artroplastia das Médias / Pequenas Articulações
409010529|Ureterectomia
409010553|Ureteroenterostomia
412040018|Costectomia
413040070|Dermolipectomia Crural Pós-cirurgia Bariátrica
414020111|Excisão de Glandula Submandibular / Submaxilar / Sublingual
416030246|Exenteração de Órbita em Oncologia
303010096|Tratamento de Hantavirose
403010071|Crâniotomia para Retirada de Corpo Estranho Intracraniano (com Técnica Complementar)
403030072|Hipofisectomia Transesfenoidal Endoscopica
403070112|Embolização de Malformação Arterio-venosa Dural Simples do Sistema Nervoso Central
404020402|Tratamento Cirúrgico de Perfuracão do Septo Nasal
404030327|Osteoplastia Fronto - Orbital
405040091|Exerese de Tumor Maligno Intra-ocular
406020485|Tratamento Cirúrgico de Aneurismas das Artérias Viscerais
406040214|Embolização de Malformacão Vascular por Punção Direta (inclui Drogas Embolizantes)
407010050|Esofagectomia Videolaparoscopica
407010157|Gastrectomia Videolaparoscopica
407040234|Ressecção do Epiplom
408050420|Tratamento Cirúrgico das Desinsercoes das Espinhas Intercondilares / Epicondilares
408060018|Alongamento / Encurtamento Miotendinoso
408060395|Retirada de Prótese de Substituição em Pequenas e Médias Articulações
408060530|Transposição / Transferência Miotendinosa Múltipla
409010332|Pielostomia
409070041|Colpoperineocleise
412030047|Fechamento de Pleurostomia
416010040|Cistoenteroplastia em Oncologia
505010100|Transplante de Cornea (em Cirurgias Combinadas)
403010144|Reconstrução Craniana / Crânio-facial
403050103|Rizotomia Percutanea por Radiofrequencia
405030029|Biopsia de Tumor Intra Ocular
406011338|Correcao de Coarctacao da Aorta (criança e Adolescente)                                                                                                                                                                                                   
406030073|Angioplastia em Enxerto Coronariano (c/ Implante de Stent)
407020349|Proctopexia Abdominal por Procidencia do Reto
408030046|Artrodese Cervical / Cervico-torácica Posterior Seis Níveis
408040017|Artrodese Coxofemoral
408040041|Artroplastia de Quadril (não Convencional)
408040106|Desarticulação Coxofemoral
408050071|Artroplastia Unicompartimental Primaria do Joelho
408050110|Quadricepsplastia
408050900|Tratamento Cirúrgico do Halux Rigidus
408060239|Ressecção de Tumor e Reconstrução c/ Retalho Microcirúrgico
408060255|Ressecção de Tumor e Reconstrução c/ Transporte Ósseo
409010464|Tratamento Cirúrgico de Fistula Vesico-retal
409040088|Exerese de Lesao do Cordao Espermatico
409060160|Histerorrafia
412040131|Toracectomia sem Reconstrução Parietal
416010180|Reimplante Ureteral em Oncologia - Ureterocistoneostomia
416050069|Proctocolectomia Total em Oncologia
403020026|Enxerto MicroCirúrgico de Nervo Periferico (único Nervo)
403070139|Embolização de Tumor Intra-craniano ou da Cabeça e Pescoço
404020348|Tratamento Cirúrgico de Atresia Narinária
406010331|Correção de Hipoplasia de Ventriculo Esquerdo
406010447|Correção de Transposicão dos Grandes Vasos da Base (0 a 03 Anos)
406010595|Implante de Cardioversor Desfibrilador Multi-sitio Endocavitario c/ Reversao para Epimiocardico Por
406010986|Troca de Aorta Ascendente
406010994|Troca de Arco Aortico
406011010|Troca de Eletrodos de Desfibrilador de Cardio-desfibrilador Transvenoso
406011176|Troca de Gerador e de Eletrodos de Cardio-desfibrilador Multisitio
406011192|Troca de Gerador e de Eletrodos no Marcapasso Multi-sitio
406040125|Angioplastia Intraluminal de Vasos Viscerais / Renais
406040150|Correção Endovascular de Aneurisma / Dissecção da Aorta Abdominal c/ EndoPrótese Reta / Conica
407010203|Gastrorrafia Videolaparoscopica
408010118|Osteotomia da Clavícula ou da Escápula
408040157|Osteotomia da Pelve
408040181|Redução Incruenta de Luxação Congênita Coxofemoral
408060670|Tratamento Cirúrgico de Retração Muscular
410010154|Retirada de Prótese Mamária Unilateral em Casos de Complicação de Implantação da Prótese, com Implan
412010143|Tratamento Cirúrgico de Fistula Traqueoesofagica Adquirida
413040089|Mamoplastia Pós-cirurgia Bariátrica
414010175|Redução Incruenta de Fratura Alveolo-Dentária
414010345|Excisão de Cálculo de Glândula Salivar
416010199|Reimplante Ureteral em Oncologia - Ureteroenterostomia
416020186|Linfadenectomia Cervical Recorrencial Unilateral em Oncologia
416030238|Ressecção de Tumor de Rinofaringe em Oncologia
201010240|Biopsia de Iris, Corpo Ciliar, Retina, Coroide, Vítreo e Tumor Intra Ocular
403010250|Tratamento Cirúrgico de Fistula Liquorica Raquidiana
404010288|Ressecção de Glomo Timpanico
404020046|Correção Cirúrgica de Fístula Salivar com Retalho
404020690|Osteotomia Crânio-facial
405010087|Extirpacão de Glandula Lacrimal
405040105|Explante de Lente Intra Ocular
406010048|Ampliacão de Via de Saida do Ventriculo Direito e/ou Ramos Pulmonares
406010242|Correção de Drenagem Anomala Parcial de Veias Pulmonares
406010250|Correção de Drenagem Anomala Total de Veias Pulmonares
406010617|Implante de Marcapasso Cardiaco Multi-sitio Endocavitario c/ Reversao p/ Epimiocardico (por Toracoto
406020523|Tratamento Cirúrgico de Lesões Vasculares Traumáticas de Membro Superior Bilateral
406040109|Angioplastia Intraluminal de Vasos Viscerais c/ Stent não Recoberto
406040176|Correção Endovascular de Aneurisma / Dissecção da Aorta Torácica c/ EndoPrótese Reta ou Conica
406040303|Tratamento de Hematuria ou Sangramento Genital por Embolização (inclui Estudo Angiografico e/ou Endo
406050112|Estudo Eletrofisiológico Terapeutico II (ablacão de Taquicardia Ventricular Idiopatica do Seio de Va
408030011|Artrodese Cervical / Cervico Torácica Posterior Cinco Niveis
408030771|Tratamento Cirúrgico Descompressivo ao Nivel do Desfiladeiro Toracico
408040165|Reconstrução OsteoPlástica do Quadril
408040319|Tratamento Cirúrgico de Fratura-luxação da Articulação Coxofemoral (duplo Acesso)
408050357|Sindactilia Cirúrgica dos Dedos do Pé (procedimento Tipo Kelikian)
409030015|Drenagem de Abscesso Prostatico
409040037|Epididimectomia
409040053|Espermatocelectomia
412020025|Mediastinotomia Extrapleural por Via Posterior
412040042|Ligadura do Ducto Toracico (qualquer Método)
414010248|Tratamento Cirúrgico de Anquilose da Articulacão Temporo-mandibular
416030076|Glossectomia Total em Oncologia
416030149|Ressecção em Cunha de Labio e Sutura em Oncologia
416130011|Extirpacão de Tumor da Faringe em Oncologia
201010038|Biopsia Cirúrgica de Tireoide
403010080|Derivação Raque-peritoneal
403040027|DesCompressão Neurovascular de Nervos Cranianos
403050090|Rizotomia Percutanea com Balão
403080088|Tratamento de Movimento Anormal por Estereotaxia
404020259|Ressecção de Lesao Benigna da Boca
404020291|Ressecção do Côndilo Mandibular com ou sem Reconstrução
404020488|Osteotomia das Fraturas Alveolo-dentárias
404030114|Plástica Transpalatina p/ Atresia Coanal
406010226|Correção de Coronaria Anomala (0 a 3 Anos)
406010480|Correção do Canal Atrio-ventricular (parcial / Intermediario)
407040072|Hernioplastia Epigastrica Videolaparoscopica
408010037|Artroplastia Escapulo-umeral (não Convencional)
408020636|Tratamento Cirúrgico de Sinostose Rádio Ulnar
408030445|Discectomia Cervical por Via Anterior (2 ou Mais Níveis)
408050438|Tratamento Cirúrgico de Avulsao do Grande e do Pequeno Trocanter
408050853|Tratamento Cirúrgico de Pseudartrose Congênita da Tíbia
409010375|Ressecção Endoscopica da Extremidade Distal do Ureter
409040193|Ressecção Parcial da Bolsa Escrotal
411010085|Tratamento Cirúrgico de Inversao Uterina Aguda Pos Parto
412020076|Traqueostomia Mediastinal
412040212|Tratamento Cirúrgico de Parede Torácica
413040038|Dermolipectomia (1 ou 2 Membros Inferiores)
413040194|Tratamento Cirúrgico de Retração Cicatricial do Cotovelo
414010116|Redução Cruenta de Fratura do Malar c/ Aparelho de Contencao
416030327|Ressecção de Pavilhão Auricular em Oncologia
416070035|Tratamento de Neoplasia da Orbita por Tumor
506020096|Tratamento de Intercorrencia Pós Transplante de Fígado- Pós Transplante Crítico
303010177|Tratamento de Outras Doenças Causadas por Clamídias(a70 a A74)
403070082|Embolização de Fistula Arterio-venosa da Cabeça e Pescoço
404010458|Laringofissura para Colocação de Molde Nos Traumatismos de Laringe
